Date, OperationType, DocumentType, PolicyNumber
2023-11-24T10:08:28+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001153559
2023-11-24T09:58:59+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 94601910
2023-11-24T09:58:18+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001843766
2023-11-24T09:57:09+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94601910
2023-11-24T09:46:14+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001826711
2023-11-24T09:44:46+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, P0001695728
2023-11-24T09:43:47+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93284780
2023-11-24T09:42:49+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, 57151776
2023-11-24T09:34:58+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, 75025795
2023-11-24T09:27:53+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, 36129719
2023-11-24T09:26:23+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001459848
2023-11-24T09:13:46+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001641287
2023-11-24T08:46:31+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001202010
2023-11-24T08:34:49+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0000874065
2023-11-24T08:34:47+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94347211
2023-11-24T08:23:30+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, 93740087
2023-11-24T08:21:24+00:00,Received message ,GENERIC_BILLING_DOC_EVENT, 88523959
2023-11-24T08:11:53+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001584172
2023-11-24T03:24:06+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 85670432
2023-11-24T03:24:00+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 73861367
2023-11-24T03:23:41+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 74830127
2023-11-24T03:23:29+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 94204017
2023-11-24T03:23:27+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 91358424
2023-11-24T03:23:21+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 90955893
2023-11-24T03:23:11+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001652354
2023-11-24T03:23:11+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 84448068
2023-11-24T03:23:01+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 85209422
2023-11-24T03:22:57+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001630206
2023-11-24T03:22:45+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 81213573
2023-11-24T03:22:26+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 90647652
2023-11-24T03:22:18+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001623213
2023-11-24T03:22:04+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 79978531
2023-11-24T03:22:04+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 93690684
2023-11-24T03:22:00+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 86627589
2023-11-24T03:22:00+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 89550784
2023-11-24T03:21:58+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 88327279
2023-11-24T03:21:50+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 94327903
2023-11-24T03:21:48+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 83495916
2023-11-24T03:21:46+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 88625563
2023-11-24T03:21:34+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 73592358
2023-11-24T03:21:28+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 39752985
2023-11-24T03:21:25+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 90572868
2023-11-24T03:21:19+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 90921077
2023-11-24T03:21:17+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 94272991
2023-11-24T03:21:07+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001606396
2023-11-24T03:20:59+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 90909459
2023-11-24T03:20:55+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 90585071
2023-11-24T03:20:47+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, 81195049
2023-11-24T03:20:16+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001574453
2023-11-24T03:20:12+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001567795
2023-11-24T03:20:08+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001563752
2023-11-24T03:19:54+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001546000
2023-11-24T03:19:46+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001535318
2023-11-24T03:19:30+00:00,Received message ,CLAIM_DEBT_LETTER_EVENT, 89856709
2023-11-24T03:19:06+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001465272
2023-11-24T03:19:06+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001464704
2023-11-24T03:18:55+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001461594
2023-11-24T03:18:48+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001459848
2023-11-24T03:18:48+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001448380
2023-11-24T03:18:40+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001427032
2023-11-24T03:18:36+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001411666
2023-11-24T03:18:28+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001385388
2023-11-24T03:18:28+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001381520
2023-11-24T03:18:22+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001355310
2023-11-24T03:18:08+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001337012
2023-11-24T03:18:06+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001335289
2023-11-24T03:18:02+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001326281
2023-11-24T03:17:33+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001288393
2023-11-24T03:17:27+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001280989
2023-11-24T03:17:11+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001251986
2023-11-24T03:17:09+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001249983
2023-11-24T03:16:59+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001241339
2023-11-24T03:16:34+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001201044
2023-11-24T03:16:28+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001183688
2023-11-24T03:16:20+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001159223
2023-11-24T03:16:18+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001153532
2023-11-24T03:16:12+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001140263
2023-11-24T03:16:06+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001127491
2023-11-24T03:15:58+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001111828
2023-11-24T03:15:52+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0001104787
2023-11-24T03:15:43+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0001071170
2023-11-24T03:15:01+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0000973967
2023-11-24T03:14:57+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000966599
2023-11-24T03:14:41+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000925392
2023-11-24T03:14:41+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0000925003
2023-11-24T03:14:12+00:00,Received message ,CLAIM_DEBT_LETTER_EVENT, P0000838184
2023-11-24T03:14:04+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000819918
2023-11-24T03:14:02+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000817681
2023-11-24T03:13:58+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000811928
2023-11-24T03:13:58+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, P0000811521
2023-11-24T03:13:42+00:00,Received message ,FOLLOW_UP_DEBT_CHASE_LETTER_EVENT, P0000795966
2023-11-24T03:13:15+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 94595663
2023-11-24T03:13:11+00:00,Received message ,FIRST_DEBT_CHASE_LETTER_EVENT, 91632449
2023-11-24T03:11:58+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 93950785
2023-11-24T03:11:42+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0000991825
2023-11-24T03:11:38+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001206846
2023-11-24T03:11:34+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 93354691
2023-11-24T03:11:22+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 91108864
2023-11-24T03:11:14+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 89992236
2023-11-24T03:11:10+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001636873
2023-11-24T03:10:39+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001283634
2023-11-24T03:10:35+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001518703
2023-11-24T03:10:31+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 90451958
2023-11-24T03:10:19+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001591496
2023-11-24T03:10:00+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, 90642406
2023-11-24T03:09:56+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001214745
2023-11-24T03:09:40+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001353006
2023-11-24T03:09:16+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001636148
2023-11-24T03:09:15+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001639747
2023-11-24T03:09:15+00:00,Received message ,CANCELLATION_CONFIRMATION_EVENT, P0001468284
2023-11-24T03:09:15+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001581709
2023-11-24T03:09:14+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 80922798
2023-11-24T03:09:14+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90736241
2023-11-24T03:09:14+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 77088036
2023-11-24T03:09:13+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001322553
2023-11-24T03:09:13+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001596579
2023-11-24T03:09:13+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001231650
2023-11-24T03:09:12+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 91225612
2023-11-24T03:09:12+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93327778
2023-11-24T03:09:12+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001026693
2023-11-24T03:09:11+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0000825453
2023-11-24T03:09:11+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0000835087
2023-11-24T03:09:11+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001552592
2023-11-24T03:09:10+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001236042
2023-11-24T03:09:10+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 80621117
2023-11-24T03:09:10+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001490181
2023-11-24T03:09:09+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001185016
2023-11-24T03:09:09+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93960097
2023-11-24T03:09:09+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 86771995
2023-11-24T03:09:08+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 81554049
2023-11-24T03:09:08+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001422798
2023-11-24T03:09:08+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93009008
2023-11-24T03:09:07+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001107104
2023-11-24T03:09:07+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001236606
